name,rating,comments,author/translator,pub
遇见信天翁,7.3,21,阿顺,台海出版社   2016-7-1   36
贪玩老爸:贪玩老爸,8.3,558,杨红樱,接力出版社   2004-4   13.80元
FantasticMr.Fox,8.1,28,,"Dahl, Roald; Blake, Quentin;   2007-8   $ 18.59"
LASIA和魔法师的小花园(附盘),7.5,65,Kiki,南海出版公司   2007   22.00元
海蒂的天空,8.3,48,（美）克比·莱森   丁凡,新蕾出版社   2008-09   26.00元
于是，天使来到身边,8.6,338,Di Fer,上海译文出版社   2006.9   18.00
阿丽思中国游记,6.9,99,沈从文,南海出版公司   2000-01   16.00
勇敢的船长,7.7,22,吉卜林(英)   胡春兰 等,人民文学出版社   1999-05   8.00
拉封丹寓言诗全集,7.8,62,拉封丹   杨松河,译林出版社   2004-1-1   25.80元
大盗贼第二次出现,9.2,19,(德)奥特利特·普雷斯勒   安伟邦,河北人民出版社   1983   0.33
麦先生的旅行,8.1,462,(加)吉利斯·蒂伯 文、(加)拉克·瓦勒森 图   汪芳,江苏少年儿童出版社   2007-9   22.80元
鶴妻,9.0,31,矢川澄子，繪／赤羽末吉，譯／游珮芸,信誼（上誼）   20050205   NT$ 280
鲍尔历险记,8.5,734,郑渊洁,学苑出版社   2004-2   14.00元
沉睡的女儿:新小说家系列,8.2,111,哥舒意,人民文学出版社   2010.05   26.00元
神秘山谷:狐狸村传奇,9.5,26,(美)辛西亚·帕特森 文、(美)布莱恩·帕特森 图   艾斯苔尔,少年儿童出版社   2010年1月   15.00元
外教社德语分级注释有声读物系列A1-金发艾克贝尔特:金发艾克贝尔特,7.8,36,,2009-4   15.00元
西顿动物小说全集（全三册）,9.1,29,歇内斯特﹒汤普森,南方出版社   2003-12   78.00元
长袜子皮皮,9.3,20,林格伦、黄英浩、韩伍绘,广东人民出版社   1984.10   0.22元
屎捞人·在路途上:屎捞人系列绘本,8.6,782,谢立文,北京图书馆出版社   2004-6-1   15.00
小水精:彩乌鸦系列,8.5,93,[德]奥得弗雷德·普鲁士勒 Otfried Preußler   任庆莉、蔡鸿君,二十一世纪出版社   2005-1   8.0
我没生病:“儿童之友”系列,9.1,48,(日)角野荣子 文、(日)垂石真子 图   赵峻,南海出版公司   2010年8月   12.00元
TheMagicFinger,8.1,55,"Dahl, Roald",Puffin   2002-1   $ 6.77
Andersen'sFairyTales,8.8,25,Hans Christian Andersen   Pat Shaw Iversen,Signet Classics   2004-06   $5.95 U.S.\$8.99 CAN.
草房子,8.9,6914,曹文轩,江苏少年儿童出版社   2009-6   18.00元
沃尔夫童话集,0,10,(德)弗里德利希·沃尔夫   吴朗西,新文艺出版社   1956   0.32
记忆之歌,9.3,21,梁媛媛,九州出版社   2016-4   39.80元
ALICE'SADVENTUREINWONDERLAND,8.6,109,"CARROLL,LEWIS",KODANSHA INTERNATI   20010101   NT$ 266
喵呜,8.8,278,(日本)宫西达也   彭懿,新疆青少年出版社   20080701   28.00元
敏豪森奇游历险记,9.2,30,(德)毕格尔 著,中国妇女出版社   1997-01-01   19.00元
乐于助人的公主,9.5,65,,2009-8   15.00元
宠物猫咪鲁·杰克逊,8.7,41,(法)索菲·迪奥埃德 著、(法)瓦耐莎·黑尔 绘   边静,新蕾出版社   2009年1月   12.00元
妖湖怪谭:彭懿精灵飞舞幻想小说集,9.0,41,彭懿,凤凰出版传媒集团，江苏少年儿童出版社   2008-01   19.00元
世界又大又小:小书房绘本·童诗童画,9.0,24,童子,电子工业出版社   2010-5-1   12元
好玩!佳佳龟,8.9,101,张之路,希望出版社   2000-9-1   10.00
奇奇怪博士:葡萄园童话丛书,9.2,23,郑允钦,湖北少年儿童出版社   1993-7   4.15
《There'sadarkdarkwoodinsidemyhead》,9.3,170,b.wing,香港   2009年12月   HKD128.00
故宫里的大怪兽-睡龙床的男孩儿:睡龙床的男孩儿,9.2,36,常怡,知识出版社   2015-9-16   20
你是世上最好的妈妈,8.6,199,粲然,江苏人民出版社   2013-1   25.00元
祖母的故事,8.6,29,（法）乔治・桑   罗玉君,广西师范大学出版社   2002-09   16.80
摆脱恐惧和共生的方法:卡斯特精神分析系列,7.6,52,(瑞士)维蕾娜•卡斯特   朱刘华,国际文化出版公司   2008   22.00元
吹牛大王历险记,8.7,123,（德）毕尔格，（德）屈佩尔   曹乃云，肖声,译林出版社   2009-8   14.80元
孙小圣与猪小能,8.7,32,周锐,未来出版社   1992年12月   4.40元
绒毛树:译文童书,8.4,40,(美国)苏斯博士   任溶溶,上海译文出版社   2002-09-01   18.00
狮心兄弟,9.0,241,林格伦   李之义,中国少年儿童出版社   1999-3   15.90
花木村和盗贼们,8.9,45,(日)新美南吉   周龙梅、彭懿,贵州人民出版社   2008-06-01   10.00
塔木德胎教童话,7.5,18,(韩)金京雅|译者:王云为|绘画:(韩)李智亚  金美娜  连周   王云为,中国城市出版社   2010-10   35.00元
皮皮鲁和有鬼电车:皮皮鲁和有鬼电车,8.2,51,郑渊洁,二十一世纪出版社   2010-1-1   13.80元
会飞的抱抱,8.8,135,(美)珊卓·和宁|译者:黄廼毓|绘画:(俄)法拉力·哥巴契夫,明天   2008-9   31.80元
十一个小红帽:十一个小红帽,7.6,10,林世仁,少年儿童出版社   2013-1   15.00元
世界动物故事100篇,9.7,62,,江苏少年儿童出版社   1992年   18.00元
我是谁?我的爱......:关爱生命绘本系列,8.6,223,[法] 贝阿特丽斯·阿勒玛尼亚   爱伢,中国人民大学出版社   2003年8月1日   19.8
语法像一首温情的歌,8.2,114,[法]艾里克・欧森那,接力出版社   2004-01-01   15.80
迈克行动:中华当代童话新作丛书,9.0,68,祁智,江苏少年儿童出版社   1996   8.00
皮皮鲁和魔筷,8.7,142,郑渊洁,二十一世纪出版社   2006-1   13.80元
罗伯特的三次报复行动,9.1,42,(法)让·克劳德 穆莱瓦   梅思繁,新蕾出版社   2009年1月   15.00元
木民谷的夏天,8.8,122,托芙・扬松   任溶溶,明天出版社   2004-4-1   11.50
动物医院三十九号,8.4,131,李瑾伦 著 绘,世纪文景 上海人民出版社   2010.10   25.00元
云朵面包:海豚绘本花园,8.9,607,（韩）白嬉娜　文／图、（韩）金乡寿　摄影   陈艳敏,上海人民美术出版社   2007-03   29.00元
魔法小仙子,7.8,33,晓玲叮当,二十一世纪   2007-12   12.00元
青鸟,8.3,101,莫里斯·梅特林克   郑克鲁,中央编译出版社   2010-12   19.00元
我绝对绝对不吃番茄:给爸爸妈妈的话,8.4,480,罗伦·乔尔德   冯臻,接力出版社   2006-04-01   9.80元
法国童话选,0,10,[法] 佩罗   倪维中、王晔,人民文学出版社   1988-8   1.10元
河边的婚礼-野蔷薇村的故事:野蔷薇村的故事,9.4,20,[英]吉尔·巴克莲   苏永刚、李保杰,明天出版社   2007年7月   8.50元
安徒生文集（共四卷）,8.8,37,林桦,人民文学出版社   2005-3   150.00元
狐狸村寻宝大冒险:狐狸村传奇,9.4,20,(美)辛西亚·帕特森 文、(美)布莱恩·帕特森 图   艾斯苔尔,少年儿童出版社   2010年1月   15.00元
我不是胆小鬼:不一样的卡梅拉11,9.0,78,[法] 克利斯提昂·约里波瓦 文、[法] 克利斯提昂·艾利施 图   郑迪蔚,二十一世纪出版社   2011-10   8.80元
春天的兔子:春天的兔子,7.7,137,(英)乔伊斯·顿巴|译者:吴小红|绘画:(英)苏珊·沃莉   吴小红,江苏少儿   2008-9   24.80元
俄罗斯的童话意大利童话:高尔基选集,7.8,11,(苏)高尔基   鲁迅、楼适夷,人民文学出版社   1956   0.95
蛇王淘金,8.7,1039,郑渊洁,学苑出版社   2005-2   12.00元
走到镜子里,8.8,29,刘易斯·卡罗尔   赵元任,商务   2002-1   20.00元
一定要幸福,8.6,89,荷香,重庆大学出版社   2009年1月版   24.00元
彼得潘,8.1,64,詹姆斯·巴里   艾柯,北方妇女儿童出版社   2011-7   21.00元
千只鹤,8.8,22,(日)小川未明   周龙梅、彭懿,贵州人民出版社   2008-06-01   10.00元
苦涩巧克力,8.1,64,米亚姆·普莱斯勒   李紫蓉,新蕾出版社   2007-4   15.00元
TheAnnotatedHuntingoftheSnark,0,10,Lewis Carroll,"W.W. Norton & Co.   October 17, 2006   $27.95"
梦幻月圆夜,8.9,30,（美）亚当·雷克斯   张子漠,未来出版社   2015-1   36.00
巫术族的预言-萝铃的魔力-上下册:萝铃的魔力,7.9,326,陈柳环,中国少年儿童出版社   2009-9   25.00元
大侦探小卡莱:三部曲合订本,9.4,127,[瑞典] 阿·林格伦   任溶溶,湖南少年儿童出版社   1984   2.00
青蛙王子副班长,8.4,296,伍美珍,明天   2008-5   16.00元
小蝙蝠精搬家历险记,9.3,52,[德]安杰拉·佐默·博登布格、[德]阿梅莉·格利恩克   裴胜利,少年儿童出版社   1998.8.   6
你也可以成为故事高手:启发父母如何给孩子讲故事,8.0,14,[美] 南希·梅隆   周悬,天津教育出版社   2013-8   35
全译伊索寓言集,8.4,60,伊索   周作人,中国对外翻译出版公司   1999年1月1日   9.8
捣蛋鬼日记,8.5,594,万巴   思闵,中国社会出版社   2003-09   19.80
兰心的秘密:彩乌鸦系列,8.2,107,（德）恩德   陈俊,二十一世纪出版社   2005-9-1   8.80元
夜鹰之星:彩绘典藏版,7.7,19,(日)宫泽贤治   卜伟欣,新蕾出版社   2011-7   19.80元
少女安妮,9.1,453,[加] 露西·莫德·蒙哥玛利   马爱农,浙江文艺出版社   2002-7   15.00元
Moomin:TheCompleteToveJanssonComicStrip-BookTwo,9.5,28,Tove Jansson,Drawn and Quarterly   2007-10   GBP 12.99
小乔治的神奇魔药:罗尔德·达尔作品典藏,8.5,115,(英)罗尔德·达尔 著、(英)昆廷·布莱克 绘   任溶溶、代维,明天出版社   2009年03月   14.00元
亲爱的敌人:《长腿叔叔》续集,7.7,311,[美] 简·韦伯斯特   艾柯、马广会,哈尔滨出版社   2002-7   19.80元
成长的烦恼:成长的烦恼,8.3,17,［奥］库尔特 · 霍尔滕胡伯、［德］康妮 · 沃尔夫   黄悦,生活·读书·新知三联书店   2011-12   28.00元
叶圣陶儿童文学全集（上下）,7.7,13,叶圣陶,2005-4   55.00元
小贝流浪记,9.3,43,,孙幼军 写、田原   画   少年儿童出版社
园丁和主人:安徒生童话全集之十五,9.2,120,(丹麦)安徒生   叶君健,上海译文出版社   1978年6月   0.46元
大盗贼（卷一）,9.0,49,普鲁士勒   陈俊,二十一世纪   2007-1   12.80元
小王子,9.8,23,安东尼·圣爱克苏佩里,第1版 (2006年11月1日)   2006年11月1日   19.80
紫色童话:彩色童话集,9.1,130,【英国】安德鲁·朗格 编   徐朴,少年儿童出版社   1995年12月第1版   21.00元（精装）
月亮冰激凌,8.6,39,白希那   明书,接力出版社   2015-11   38
短鼻子大象小小,8.3,42,九把刀、小內,春天出版社   2007   NTD 260
红胡子巨人彩色森林童话故事宝库（注音本）,9.6,20,〔意〕托尼·沃尔夫、绘画   苏真,安徽少年儿童出版社   2002-10-1   21.8
不莱梅的音乐家:绘本博物馆大师经典系列,8.1,79,(德)雅诺什   王星,浙江少年儿童出版社   2008-09-01   28.00元
小魔怪黏巴达,8.0,118,乔治·桑德斯   黄筱茵,中信出版社   2003-9   22.0
巨人的城堡,8.4,418,杨红樱,接力出版社   2005-8   13.00元
小灵通漫游未来:（典藏版）,9.2,34,叶永烈,少年儿童出版社   2006-1   16.00元
沼泽王的女儿:她的身躯化作了尘埃，她站过的地方有一朵萎谢了的莲花,9.6,24,汉斯·安徒生,叶君健   2010-3   22.80元
魔法学校,8.3,332,葛竞,春风文艺出版社   1999-6   10.00元
小皮斯凯的第一个朋友,8.9,169,[日] 二木真希子　文 图，胡晓丁　译   胡晓丁,二十一世纪出版社   2005-1   24.80元
杜利特医生非洲历险记・杜利特医生航海记,8.8,36,[美]休·洛夫廷著 插图   任溶溶,新蕾出版社   2002-3-1   20.00
幸运的贝儿:安徒生童话全集之十六,9.3,181,(丹麦)安徒生   叶君健,上海译文出版社   1978年6月   0.43元
彼得兔典藏全集（全23册）:彼得兔典藏全集,9.1,22,(英)碧翠克丝·波特 绘著   程雯,新疆青少年出版社   2012-7   198.00元
儿童文学的乐趣:风信子儿童文学理论译丛,9.3,42,(加)佩里·诺德曼、(加)梅维丝·雷默   陈中美,少年儿童出版社   2008年12月   59.00
沙滩上的童话:“国际安徒生奖”提名作家童话精选集,0,10,金波,江苏凤凰科学技术出版社   2016-9-1   68.00元
莎拉和塞斯奇遇记,9.0,19,埃丝特·希克斯   马晓芸,珠海出版社   2004-1   16.80元
六(四)班的追星族,8.4,291,伍美珍,明天   2009-12   16.00元
爱沙尼亚童话,7.6,16,(爱沙尼亚)A.雅各布孙、(爱沙尼亚)F.R.克留茨瓦尔德 收集编写   高晶一,作家出版社   2010-9   28.00元
奥兹玛公主,9.0,21,莱・弗・鲍姆   任溶溶,新蕾出版社   2003-9-1   12.00
爱丽丝漫游奇境记,0,10,[英]刘易斯·卡罗尔   赵元任,天津教育出版社   2007   16.00
小王子:企鹅经典有声珍藏版,9.5,31,圣埃克絮佩里,郑克鲁   上海文艺出版社   2015-8
盛世繁花·童话卷·2,8.6,68,徐德霞,中国少年儿童出版社   2004-7-1   14.50元
"TheTaleofDespereaux:BeingtheStoryofaMouse,aPrincess,SomeSoupandaSpoolofThread",8.4,38,Kate DiCamillo,Candlewick   2006-4-11   USD 7.99
长袜子皮皮冒险故事,9.7,90,阿·林格伦   李之义,少年儿童出版社   1992   2.45元
TheBlueSky,8.6,136,,Andrea Petrlik Huseinovic   Kasmir Promet   2002
暴风雪的明天/翡翠森林狼和羊第3册:暴风雪的明天,8.9,91,木村裕一 作、阿部弘士 绘   彭懿,万卷出版公司   2009-1   28.00元
巫魔师,8.7,242,(德)瓦尔特·莫尔斯   王瑜蔚,南海出版公司   2014-6   39.50元
贝塔无敌软件,8.8,48,郑渊洁,二十一世纪出版社   2007-7   14.80元
德国当代儿童文学经典作品集(第2辑),8.5,24,(德)索妮娅·哈特尔 编、(德)丹尼尔·库罗特 绘画,芦力军   2008-1   66.00元
龙子太郎,8.7,489,松谷美代子   朱自强,接力出版社   2004-10-1   11.00元
小飞侠彼得·潘,7.2,17,詹姆斯·巴里,杨静远   2013-1   22.00元
公主的生日:王尔德短篇小说选,8.5,218,王尔德   范桂芳,复旦大学出版社   2011-1   20.00元
北欧童话,7.3,16,曹乃云,上海文艺出版社   1991   22.30
"死小孩TheGashlycrumbTiniesor,AftertheOuting",8.9,34,高栗，譯／陳佳慧,小知堂   20050301   NT$ 180
小豆芽说，我舅舅是个牛大哈,8.9,21,[英]罗伦•乔尔德   舒杭丽,接力出版社   2009年   12.80元
猫太噼哩噗噜在海里,8.4,191,菅野由贵子   蒲蒲兰,二十一世纪出版社   2005年9月   22.80元
查理和大玻璃升降机:罗尔德·达尔作品典藏,8.4,123,(英)罗尔德·达尔 著、(英)昆廷·布莱克 绘   任溶溶,明天出版社   2009年03月   15.00元
郑渊洁短篇童话选,9.1,73,郑渊洁,学苑   2003-7-1   39.00
小意达的花,9.0,28,黄冠余、窦明亚绘画,人民美术出版社   1988年3月   0.73
CinderellaSkeleton,9.6,53,Robert D. San Souci,Silver Whistle   2000-10-01   USD 16.00
小屁孩日记:鬼屋创意,8.3,525,杰夫·金尼   朱力安,新世纪出版社   2012-6   16.80元
圣诞大惊喜（外1册）:狐狸村绑架案,9.1,19,辛西亚·帕特森,少年儿童   2005-8   18.00元
月光下的肚肚狼:月光下的肚肚狼,0,10,冰波,新蕾   2008-3   13.00元
童话,7.6,54,曾尹郁,上海人民出版社   2006-1   18.00元
注文の多い料理店,8.6,44,,宮沢賢治   岩崎書店   2004
格林童话（英文版）,8.0,28,[德] 雅科布·格林（G.Grimm）、[德] 威廉·格林（W.Grimm）,中央编译出版社   2008-8   45.00元
球球老老鼠-笑猫日记:笑猫日记12,8.7,336,杨红樱,明天出版社   2010-5   15.00元
糊涂大头鬼,7.9,23,管家琪,浙江少年儿童出版社   2007-3   12.80元
魔方大厦1,9.2,44,刘泽岱 画,天津人民美术出版社   1984年9月   0.15
骑士降龙记+四个童话,8.5,27,[英]肯尼斯・格雷厄姆、[英]伊迪丝・内斯比特   任溶溶,上海译文出版社   2003年1月第1版   9.8
格林童话,9.3,273,格林兄弟,江苏少年儿童出版社   2000-1   22.00元
小巴掌童话,7.9,22,张秋生,湖北少儿   2006-9   16.80元
傻瓜城的故事及其他,8.5,36,艾・巴・辛格   任溶溶,上海译文出版社   2001-6-1   15.60
纳尼亚传奇：魔法师的外甥,8.3,737,[英]C.S.刘易斯   米友梅,译林出版社   2005-11   13.00元
跷跷板,9.4,34,(芬兰)蒂莫·帕尔韦拉 文、(芬兰)维尔皮·塔尔维蒂耶 图   任溶溶,贵州人民出版社   2008年12月   26.80元
灰姑娘,9.3,59,陈红军 编辑,人民邮电   2000-2   16.60元
我有时是猪,8.8,93,[日] 矢玉四郎   彭懿,二十一世纪出版社   2002-9   12.80元
小狒狒历险记,9.1,31,孙幼忱著、詹同绘图,少年儿童出版社   1978年8月   0.17
潘宫的秘密1:被诅咒的黑暗古宅,7.1,98,司徒平安,湖北少儿   2013-5   15.00元
流血的童话,6.7,149,王雨辰,湖南文艺出版社   2011-1   26.00元
皮皮鲁和鲁西西奇遇记（一）,9.4,51,温泉源等,人民美术出版社   1986年4月   0.44
世界经典童话绘本,7.8,12,(英)贝妮黛•华兹、(斯洛伐克)玛雅•杜斯科娃、(芬兰)皮尔科•瓦伊尼奥、(德)比耐特•施罗德   王星、康萍萍、淼淼、张贝之,河北教育出版社   2010-12   88.00元
大鲸牧场:科学文艺丛书,9.3,25,迟叔昌,中国少年儿童出版社   1979   0.21
大象的算术:大象的算术,8.7,71,(德)赫姆·海恩 著   杨默 蒲蒲兰,连环画   2010-4   22.80元
致未来的你——给女孩的十五封信,7.5,43,殷健灵,青岛出版社   2013-7   26
倒长的树（上下）,9.0,26,陈树彬,广东人民出版社   1983年2月   0.29
我想有个家:我想有个家,8.6,48,(英)罗伦·乔尔德   萧晶、萧萍,湖北少年儿童出版社   2010年7月   15.00元
皮皮鲁和车鼠李小二,8.9,100,郑渊洁,二十一世纪出版社   2007-3   13.80元
王尔德童话,9.1,68,[英] 奥斯卡·王尔德   谢毓洁,中国少年儿童出版社   2010-5   25.00元
Aesop'sFables,8.4,38,Aesop   NTC,Contemporary Publishing Company   1994-10-25   USD 3.99
格林童话全集(上),9.2,438,格林兄弟   叶文、裴胜利、王克澄、侯浚吉、钱鸿嘉 等,上海译文出版社   1991   RMB￥5.45
狐狸列那的故事,8.7,19,(法)阿希-季浩(M.H.-Giraud)改写   严大椿、胡毓寅,少年儿童出版社   1979年3月   0.40
绿山墙的安妮,9.2,334,蒙哥马利 (Montgomery.L.M.),译林出版社   2009-1-1   19.50元
没有秘密长不大:没有秘密长不大,8.4,252,伍美珍   75湖南、68u影,明天出版社   2010年6月   16.00元
HowtoCatchaStar智慧小孩系列:摘星的日子,0,10,,HarperCollins UK   2012-1   66.80元
盲孩与弃狗:中国动物小说大王:沈石溪文集,8.8,79,沈石溪,江苏少年儿童出版社   1997   9.50元
月亮忘記了,8.5,34860,幾米,格林   2000-2-1   NT$ 299
格列宝历险记,8.5,41,（美）斯库兰德   彭定鼎,上海人民出版社   2005-01   17.00
口水龙/管家琪幽默童话系列,8.0,37,管家琪,浙江少年儿童出版社   2001-05   12.80元
我怀疑人们在密谋让我幸福,7.1,104,张佳玮,中信出版社   2015-7   36.00元
谢德林童话集:外国文学名著丛书,7.6,31,萨尔蒂科夫-谢德林   张孟恢,上海译文出版社   1983-09-01   1.15元
山羊兹拉特,8.8,31,(美)艾萨克·巴·辛格   刘兴安、张镜,北京出版社   1983   0.48元
黑猫警长,8.9,1661,戴铁郎,上海人民美术出版社   1986.2   0.60
嘭嘭嘭,9.2,225,童喜喜,春风文艺出版社   2003-7   15.00元
小怪物/大幻想文学精品译丛:大幻想文学,8.9,33,(德)保罗.马尔王燕生   王燕生,第1版 (2004年1月1日)   2004-8   29.8
奥拉夫与圣诞老人:奥拉夫与圣诞老人,9.4,75,(德)福尔格·克里戈尔   陈俊,南海出版公司   20070101   25.00元
杀人蚁,8.2,609,郑渊洁,学苑出版社   2005-5   15.00元
让人失去记忆的木马布娃娃有双活眼睛,7.3,23,[法] 居雨勒   王倩,少年儿童出版社   2004年01月   12.8
舒克和贝塔历险记（注音版）,8.5,19,郑渊洁,２１世纪出版社   2008-09   13.80元
五·三班的坏小子,8.2,1318,杨红樱,作家出版社   2001-8   18.00元
三百六十五夜童话故事,9.7,44,,9.80
红鞋子:中国当代获奖儿童文学作家书系,7.5,19,汤素兰,天天出版社   2010-4   18.00元
脑袋里的小矮人:脑袋里的小矮人,8.4,29,克里斯蒂娜·涅斯特林格   夏阳,人民文学出版社   2003-1   10.00元
毛头小鹰,8.6,87,(美)罗勃·卡鲁斯 文、(美)荷西·阿鲁哥、(美)亚莉安·杜威 图   柯倩华,明天出版社   2011-2   31.80元
圣诞老人的王国,8.9,73,(日)松本智年、一色恭子 原著、嘉纳纯子 改编、黑井健 图   猿渡静子,南海出版公司   2010年11月   25.00元
海蒂,8.9,230,[瑞士] 约翰娜·施皮里   司马仝、王霹,人民文学出版社   1999-5   10.50元
TheWonderfulWizardofOz(PenguinPopularClassics),7.7,10,L. Frank Baum,Penguin Classics   2007-7-26   GBP 2.00
想吃熊猫去兔子的饭店,8.2,25,潆潆,中国福利会出版社   2005-12   12.00元
猫武士:首部曲1：呼唤野性,8.9,367,（英）艾琳·亨特   赵振中,中国少年儿童出版社   2009-3-1   20.00元
漂亮老师和坏小子,8.4,988,杨红樱,作家出版社   2003-04   20.00
神医多立德的故事:世界名著金库,9.5,20,休·约·罗夫丁   陈伯吹,少年儿童出版社   1998-12-01   9.20
Grimm'sHouseholdTales,0,10,,Brothers Grimm   Marian Edwards、Edgar Taylor、R. Anning Bell   1912
神秘黑森林:猎犬黑呼系列童话之一,7.9,12,邓湘子,湖南少年儿童出版社   1997   5.5
我的同桌是女妖2,8.0,113,车培晶,春风文艺出版社   2003-8-1   14.00元
杨红樱童话,7.3,17,"杨红樱,森兰丸,等",上海人民美术出版社   2008-7   29.80元
噼啪--打出一个国王,9.4,17,(法)爱德华.拉布莱依,晨光出版社   1994-05   3.60
魔法师的帽子,8.6,31,(芬)托芙·扬松   任溶溶,明天出版社   2010年4月   14.00元
五个孩子和一个怪物:小布老虎译丛,8.2,135,内斯比特   任溶溶,春风文艺出版社   1999-9   13.00元
